Div Name,School Name,Sch Type,"Low Grade","High Grade",Subject,PassRate
HENRICO CO PBLC SCHS,HUNGARY CREEK MIDDLE ,Middle,6,8,English: Reading,82
HENRICO CO PBLC SCHS,HUNGARY CREEK MIDDLE ,Middle,6,8,English: Writing,85
HENRICO CO PBLC SCHS,HUNGARY CREEK MIDDLE ,Middle,6,8,History & Social Sciences,94
HENRICO CO PBLC SCHS,HUNGARY CREEK MIDDLE ,Middle,6,8,Mathematics,81
HENRICO CO PBLC SCHS,HUNGARY CREEK MIDDLE ,Middle,6,8,Science,93
HENRICO CO PBLC SCHS,JACKSON DAVIS ELEM,Elem,PK,5,English: Reading,83
HENRICO CO PBLC SCHS,JACKSON DAVIS ELEM,Elem,PK,5,History & Social Sciences,91
HENRICO CO PBLC SCHS,JACKSON DAVIS ELEM,Elem,PK,5,Mathematics,89
HENRICO CO PBLC SCHS,JACKSON DAVIS ELEM,Elem,PK,5,Science,92
HENRICO CO PBLC SCHS,JACOB L. ADAMS ELEM,Elem,PK,5,English: Reading,83
HENRICO CO PBLC SCHS,JACOB L. ADAMS ELEM,Elem,PK,5,History & Social Sciences,89
HENRICO CO PBLC SCHS,JACOB L. ADAMS ELEM,Elem,PK,5,Mathematics,81
HENRICO CO PBLC SCHS,JACOB L. ADAMS ELEM,Elem,PK,5,Science,78
HENRICO CO PBLC SCHS,JOHN RANDOLPH TUCKER HIGH,High,9,12,English: Reading,88
HENRICO CO PBLC SCHS,JOHN RANDOLPH TUCKER HIGH,High,9,12,English: Writing,79
HENRICO CO PBLC SCHS,JOHN RANDOLPH TUCKER HIGH,High,9,12,History & Social Sciences,89
HENRICO CO PBLC SCHS,JOHN RANDOLPH TUCKER HIGH,High,9,12,Mathematics,82
HENRICO CO PBLC SCHS,JOHN RANDOLPH TUCKER HIGH,High,9,12,Science,85
HENRICO CO PBLC SCHS,JOHN ROLFE MIDDLE,Middle,6,8,English: Reading,60
HENRICO CO PBLC SCHS,JOHN ROLFE MIDDLE,Middle,6,8,English: Writing,52
HENRICO CO PBLC SCHS,JOHN ROLFE MIDDLE,Middle,6,8,History & Social Sciences,79
HENRICO CO PBLC SCHS,JOHN ROLFE MIDDLE,Middle,6,8,Mathematics,63
HENRICO CO PBLC SCHS,JOHN ROLFE MIDDLE,Middle,6,8,Science,64
HENRICO CO PBLC SCHS,L. DOUGLAS WILDER MIDDLE,Middle,6,8,English: Reading,53
HENRICO CO PBLC SCHS,L. DOUGLAS WILDER MIDDLE,Middle,6,8,English: Writing,46
HENRICO CO PBLC SCHS,L. DOUGLAS WILDER MIDDLE,Middle,6,8,History & Social Sciences,73
HENRICO CO PBLC SCHS,L. DOUGLAS WILDER MIDDLE,Middle,6,8,Mathematics,56
HENRICO CO PBLC SCHS,L. DOUGLAS WILDER MIDDLE,Middle,6,8,Science,59
HENRICO CO PBLC SCHS,LABURNUM ELEM,Elem,PK,5,English: Reading,61
HENRICO CO PBLC SCHS,LABURNUM ELEM,Elem,PK,5,History & Social Sciences,63
HENRICO CO PBLC SCHS,LABURNUM ELEM,Elem,PK,5,Mathematics,67
HENRICO CO PBLC SCHS,LABURNUM ELEM,Elem,PK,5,Science,57
HENRICO CO PBLC SCHS,LAKESIDE ELEM,Elem,PK,5,English: Reading,74
HENRICO CO PBLC SCHS,LAKESIDE ELEM,Elem,PK,5,History & Social Sciences,83
HENRICO CO PBLC SCHS,LAKESIDE ELEM,Elem,PK,5,Mathematics,75
HENRICO CO PBLC SCHS,LAKESIDE ELEM,Elem,PK,5,Science,86
HENRICO CO PBLC SCHS,LONGDALE ELEM,Elem,PK,5,English: Reading,71
HENRICO CO PBLC SCHS,LONGDALE ELEM,Elem,PK,5,History & Social Sciences,75
HENRICO CO PBLC SCHS,LONGDALE ELEM,Elem,PK,5,Mathematics,69
HENRICO CO PBLC SCHS,LONGDALE ELEM,Elem,PK,5,Science,67
HENRICO CO PBLC SCHS,MAUDE TREVVETT ELEM,Elem,PK,5,English: Reading,90
HENRICO CO PBLC SCHS,MAUDE TREVVETT ELEM,Elem,PK,5,History & Social Sciences,98
HENRICO CO PBLC SCHS,MAUDE TREVVETT ELEM,Elem,PK,5,Mathematics,94
HENRICO CO PBLC SCHS,MAUDE TREVVETT ELEM,Elem,PK,5,Science,89
HENRICO CO PBLC SCHS,MAYBEURY ELEM,Elem,PK,5,English: Reading,82
HENRICO CO PBLC SCHS,MAYBEURY ELEM,Elem,PK,5,History & Social Sciences,95
HENRICO CO PBLC SCHS,MAYBEURY ELEM,Elem,PK,5,Mathematics,84
HENRICO CO PBLC SCHS,MAYBEURY ELEM,Elem,PK,5,Science,79
HENRICO CO PBLC SCHS,MILLS E. GODWIN HIGH,High,9,12,English: Reading,96
HENRICO CO PBLC SCHS,MILLS E. GODWIN HIGH,High,9,12,English: Writing,91
HENRICO CO PBLC SCHS,MILLS E. GODWIN HIGH,High,9,12,History & Social Sciences,95
HENRICO CO PBLC SCHS,MILLS E. GODWIN HIGH,High,9,12,Mathematics,91
HENRICO CO PBLC SCHS,MILLS E. GODWIN HIGH,High,9,12,Science,96
HENRICO CO PBLC SCHS,MONTROSE ELEM,Elem,PK,5,English: Reading,63
HENRICO CO PBLC SCHS,MONTROSE ELEM,Elem,PK,5,History & Social Sciences,75
HENRICO CO PBLC SCHS,MONTROSE ELEM,Elem,PK,5,Mathematics,69
HENRICO CO PBLC SCHS,MONTROSE ELEM,Elem,PK,5,Science,71
HENRICO CO PBLC SCHS,NUCKOLS FARM ELEM,Elem,PK,5,English: Reading,96
HENRICO CO PBLC SCHS,NUCKOLS FARM ELEM,Elem,PK,5,History & Social Sciences,100
HENRICO CO PBLC SCHS,NUCKOLS FARM ELEM,Elem,PK,5,Mathematics,97
HENRICO CO PBLC SCHS,NUCKOLS FARM ELEM,Elem,PK,5,Science,94
HENRICO CO PBLC SCHS,PEMBERTON ELEM,Elem,PK,5,English: Reading,88
HENRICO CO PBLC SCHS,PEMBERTON ELEM,Elem,PK,5,History & Social Sciences,98
HENRICO CO PBLC SCHS,PEMBERTON ELEM,Elem,PK,5,Mathematics,85
HENRICO CO PBLC SCHS,PEMBERTON ELEM,Elem,PK,5,Science,89
HENRICO CO PBLC SCHS,PINCHBECK ELEM,Elem,PK,5,English: Reading,81
HENRICO CO PBLC SCHS,PINCHBECK ELEM,Elem,PK,5,History & Social Sciences,96
HENRICO CO PBLC SCHS,PINCHBECK ELEM,Elem,PK,5,Mathematics,84
HENRICO CO PBLC SCHS,PINCHBECK ELEM,Elem,PK,5,Science,84
HENRICO CO PBLC SCHS,POCAHONTAS MIDDLE,Middle,6,8,English: Reading,88
HENRICO CO PBLC SCHS,POCAHONTAS MIDDLE,Middle,6,8,English: Writing,89
HENRICO CO PBLC SCHS,POCAHONTAS MIDDLE,Middle,6,8,History & Social Sciences,97
HENRICO CO PBLC SCHS,POCAHONTAS MIDDLE,Middle,6,8,Mathematics,93
HENRICO CO PBLC SCHS,POCAHONTAS MIDDLE,Middle,6,8,Science,97
HENRICO CO PBLC SCHS,QUIOCCASIN MIDDLE,Middle,6,8,English: Reading,78
HENRICO CO PBLC SCHS,QUIOCCASIN MIDDLE,Middle,6,8,English: Writing,75
HENRICO CO PBLC SCHS,QUIOCCASIN MIDDLE,Middle,6,8,History & Social Sciences,92
HENRICO CO PBLC SCHS,QUIOCCASIN MIDDLE,Middle,6,8,Mathematics,79
HENRICO CO PBLC SCHS,QUIOCCASIN MIDDLE,Middle,6,8,Science,85
HENRICO CO PBLC SCHS,R.C. LONGAN ELEM,Elem,PK,5,English: Reading,82
HENRICO CO PBLC SCHS,R.C. LONGAN ELEM,Elem,PK,5,History & Social Sciences,96
HENRICO CO PBLC SCHS,R.C. LONGAN ELEM,Elem,PK,5,Mathematics,84
HENRICO CO PBLC SCHS,R.C. LONGAN ELEM,Elem,PK,5,Science,90
HENRICO CO PBLC SCHS,RIDGE ELEM,Elem,PK,5,English: Reading,67
HENRICO CO PBLC SCHS,RIDGE ELEM,Elem,PK,5,History & Social Sciences,72
HENRICO CO PBLC SCHS,RIDGE ELEM,Elem,PK,5,Mathematics,65
HENRICO CO PBLC SCHS,RIDGE ELEM,Elem,PK,5,Science,69
HENRICO CO PBLC SCHS,RIVERS EDGE ELEM,Elem,PK,5,English: Reading,95
HENRICO CO PBLC SCHS,RIVERS EDGE ELEM,Elem,PK,5,History & Social Sciences,99
HENRICO CO PBLC SCHS,RIVERS EDGE ELEM,Elem,PK,5,Mathematics,94
HENRICO CO PBLC SCHS,RIVERS EDGE ELEM,Elem,PK,5,Science,93
HENRICO CO PBLC SCHS,RUBY F. CARVER ELEM,Elem,PK,5,English: Reading,78
HENRICO CO PBLC SCHS,RUBY F. CARVER ELEM,Elem,PK,5,History & Social Sciences,92
HENRICO CO PBLC SCHS,RUBY F. CARVER ELEM,Elem,PK,5,Mathematics,81
HENRICO CO PBLC SCHS,RUBY F. CARVER ELEM,Elem,PK,5,Science,74
HENRICO CO PBLC SCHS,SANDSTON ELEM,Elem,PK,5,English: Reading,74
HENRICO CO PBLC SCHS,SANDSTON ELEM,Elem,PK,5,History & Social Sciences,89
HENRICO CO PBLC SCHS,SANDSTON ELEM,Elem,PK,5,Mathematics,71
HENRICO CO PBLC SCHS,SANDSTON ELEM,Elem,PK,5,Science,74
HENRICO CO PBLC SCHS,SEVEN PINES ELEM,Elem,PK,5,English: Reading,81
HENRICO CO PBLC SCHS,SEVEN PINES ELEM,Elem,PK,5,History & Social Sciences,87
HENRICO CO PBLC SCHS,SEVEN PINES ELEM,Elem,PK,5,Mathematics,83
HENRICO CO PBLC SCHS,SEVEN PINES ELEM,Elem,PK,5,Science,78
HENRICO CO PBLC SCHS,SHADY GROVE ELEM,Elem,PK,5,English: Reading,95
HENRICO CO PBLC SCHS,SHADY GROVE ELEM,Elem,PK,5,History & Social Sciences,96
HENRICO CO PBLC SCHS,SHADY GROVE ELEM,Elem,PK,5,Mathematics,98
HENRICO CO PBLC SCHS,SHADY GROVE ELEM,Elem,PK,5,Science,94
HENRICO CO PBLC SCHS,SHORT PUMP ELEM,Elem,PK,5,English: Reading,93
HENRICO CO PBLC SCHS,SHORT PUMP ELEM,Elem,PK,5,History & Social Sciences,99
HENRICO CO PBLC SCHS,SHORT PUMP ELEM,Elem,PK,5,Mathematics,96
HENRICO CO PBLC SCHS,SHORT PUMP ELEM,Elem,PK,5,Science,90
HENRICO CO PBLC SCHS,SHORT PUMP MIDDLE,Middle,6,8,English: Reading,94
HENRICO CO PBLC SCHS,SHORT PUMP MIDDLE,Middle,6,8,English: Writing,90
HENRICO CO PBLC SCHS,SHORT PUMP MIDDLE,Middle,6,8,History & Social Sciences,99
HENRICO CO PBLC SCHS,SHORT PUMP MIDDLE,Middle,6,8,Mathematics,93
HENRICO CO PBLC SCHS,SHORT PUMP MIDDLE,Middle,6,8,Science,97
HENRICO CO PBLC SCHS,SKIPWITH ELEM,Elem,PK,5,English: Reading,81
HENRICO CO PBLC SCHS,SKIPWITH ELEM,Elem,PK,5,History & Social Sciences,92
HENRICO CO PBLC SCHS,SKIPWITH ELEM,Elem,PK,5,Mathematics,81
HENRICO CO PBLC SCHS,SKIPWITH ELEM,Elem,PK,5,Science,75
HENRICO CO PBLC SCHS,SPRINGFIELD PARK ELEM,Elem,PK,5,English: Reading,90
HENRICO CO PBLC SCHS,SPRINGFIELD PARK ELEM,Elem,PK,5,History & Social Sciences,99
HENRICO CO PBLC SCHS,SPRINGFIELD PARK ELEM,Elem,PK,5,Mathematics,86
HENRICO CO PBLC SCHS,SPRINGFIELD PARK ELEM,Elem,PK,5,Science,90
HENRICO CO PBLC SCHS,THREE CHOPT ELEM,Elem,PK,5,English: Reading,95
HENRICO CO PBLC SCHS,THREE CHOPT ELEM,Elem,PK,5,History & Social Sciences,100
HENRICO CO PBLC SCHS,THREE CHOPT ELEM,Elem,PK,5,Mathematics,93
HENRICO CO PBLC SCHS,THREE CHOPT ELEM,Elem,PK,5,Science,97
HENRICO CO PBLC SCHS,TUCKAHOE ELEM,Elem,PK,5,English: Reading,93
HENRICO CO PBLC SCHS,TUCKAHOE ELEM,Elem,PK,5,History & Social Sciences,98
HENRICO CO PBLC SCHS,TUCKAHOE ELEM,Elem,PK,5,Mathematics,94
HENRICO CO PBLC SCHS,TUCKAHOE ELEM,Elem,PK,5,Science,92
HENRICO CO PBLC SCHS,TUCKAHOE MIDDLE,Middle,6,8,English: Reading,80
HENRICO CO PBLC SCHS,TUCKAHOE MIDDLE,Middle,6,8,English: Writing,78
HENRICO CO PBLC SCHS,TUCKAHOE MIDDLE,Middle,6,8,History & Social Sciences,95
HENRICO CO PBLC SCHS,TUCKAHOE MIDDLE,Middle,6,8,Mathematics,83
HENRICO CO PBLC SCHS,TUCKAHOE MIDDLE,Middle,6,8,Science,88
HENRICO CO PBLC SCHS,TWIN HICKORY ELEM,Elem,PK,5,English: Reading,94
HENRICO CO PBLC SCHS,TWIN HICKORY ELEM,Elem,PK,5,History & Social Sciences,99
HENRICO CO PBLC SCHS,TWIN HICKORY ELEM,Elem,PK,5,Mathematics,94
HENRICO CO PBLC SCHS,TWIN HICKORY ELEM,Elem,PK,5,Science,96
HENRICO CO PBLC SCHS,VARINA ELEM,Elem,3,5,English: Reading,70
HENRICO CO PBLC SCHS,VARINA ELEM,Elem,3,5,History & Social Sciences,78
HENRICO CO PBLC SCHS,VARINA ELEM,Elem,3,5,Mathematics,69
HENRICO CO PBLC SCHS,VARINA ELEM,Elem,3,5,Science,68
HENRICO CO PBLC SCHS,VARINA HIGH,High,9,12,English: Reading,82
HENRICO CO PBLC SCHS,VARINA HIGH,High,9,12,English: Writing,70
HENRICO CO PBLC SCHS,VARINA HIGH,High,9,12,History & Social Sciences,73
HENRICO CO PBLC SCHS,VARINA HIGH,High,9,12,Mathematics,70
HENRICO CO PBLC SCHS,VARINA HIGH,High,9,12,Science,71
HENRY CO PBLC SCHS,AXTON ELEM,Elem,PK,5,English: Reading,77
HENRY CO PBLC SCHS,AXTON ELEM,Elem,PK,5,History & Social Sciences,90
HENRY CO PBLC SCHS,AXTON ELEM,Elem,PK,5,Mathematics,81
HENRY CO PBLC SCHS,AXTON ELEM,Elem,PK,5,Science,75
HENRY CO PBLC SCHS,BASSETT HIGH,High,9,12,English: Reading,85
HENRY CO PBLC SCHS,BASSETT HIGH,High,9,12,English: Writing,80
HENRY CO PBLC SCHS,BASSETT HIGH,High,9,12,History & Social Sciences,80
HENRY CO PBLC SCHS,BASSETT HIGH,High,9,12,Mathematics,80
HENRY CO PBLC SCHS,BASSETT HIGH,High,9,12,Science,82
HENRY CO PBLC SCHS,CAMPBELL COURT ELEM,Elem,PK,5,English: Reading,73
HENRY CO PBLC SCHS,CAMPBELL COURT ELEM,Elem,PK,5,History & Social Sciences,91
HENRY CO PBLC SCHS,CAMPBELL COURT ELEM,Elem,PK,5,Mathematics,78
HENRY CO PBLC SCHS,CAMPBELL COURT ELEM,Elem,PK,5,Science,68
HENRY CO PBLC SCHS,DREWRY MASON ELEM,Elem,PK,5,English: Reading,78
HENRY CO PBLC SCHS,DREWRY MASON ELEM,Elem,PK,5,History & Social Sciences,95
HENRY CO PBLC SCHS,DREWRY MASON ELEM,Elem,PK,5,Mathematics,85
HENRY CO PBLC SCHS,DREWRY MASON ELEM,Elem,PK,5,Science,80
HENRY CO PBLC SCHS,FIELDALE-COLLINSVILLE MIDDLE ,Middle,6,8,English: Reading,75
HENRY CO PBLC SCHS,FIELDALE-COLLINSVILLE MIDDLE ,Middle,6,8,English: Writing,68
HENRY CO PBLC SCHS,FIELDALE-COLLINSVILLE MIDDLE ,Middle,6,8,History & Social Sciences,88
HENRY CO PBLC SCHS,FIELDALE-COLLINSVILLE MIDDLE ,Middle,6,8,Mathematics,82
HENRY CO PBLC SCHS,FIELDALE-COLLINSVILLE MIDDLE ,Middle,6,8,Science,77
HENRY CO PBLC SCHS,G.W. CARVER ELEM ,Elem,PK,5,English: Reading,69
HENRY CO PBLC SCHS,G.W. CARVER ELEM ,Elem,PK,5,History & Social Sciences,89
HENRY CO PBLC SCHS,G.W. CARVER ELEM ,Elem,PK,5,Mathematics,78
HENRY CO PBLC SCHS,G.W. CARVER ELEM ,Elem,PK,5,Science,73
HENRY CO PBLC SCHS,JOHN REDD SMITH ELEM,Elem,3,5,English: Reading,78
HENRY CO PBLC SCHS,JOHN REDD SMITH ELEM,Elem,3,5,History & Social Sciences,87
HENRY CO PBLC SCHS,JOHN REDD SMITH ELEM,Elem,3,5,Mathematics,78
HENRY CO PBLC SCHS,JOHN REDD SMITH ELEM,Elem,3,5,Science,71
HENRY CO PBLC SCHS,LAUREL PARK MIDDLE ,Middle,6,8,English: Reading,80
HENRY CO PBLC SCHS,LAUREL PARK MIDDLE ,Middle,6,8,English: Writing,72
HENRY CO PBLC SCHS,LAUREL PARK MIDDLE ,Middle,6,8,History & Social Sciences,92
HENRY CO PBLC SCHS,LAUREL PARK MIDDLE ,Middle,6,8,Mathematics,82
HENRY CO PBLC SCHS,LAUREL PARK MIDDLE ,Middle,6,8,Science,75
HENRY CO PBLC SCHS,MAGNA VISTA HIGH,High,9,12,English: Reading,83
HENRY CO PBLC SCHS,MAGNA VISTA HIGH,High,9,12,English: Writing,74
HENRY CO PBLC SCHS,MAGNA VISTA HIGH,High,9,12,History & Social Sciences,82
HENRY CO PBLC SCHS,MAGNA VISTA HIGH,High,9,12,Mathematics,82
HENRY CO PBLC SCHS,MAGNA VISTA HIGH,High,9,12,Science,85
HENRY CO PBLC SCHS,MOUNT OLIVET ELEM ,Elem,PK,5,English: Reading,78
HENRY CO PBLC SCHS,MOUNT OLIVET ELEM ,Elem,PK,5,History & Social Sciences,92
HENRY CO PBLC SCHS,MOUNT OLIVET ELEM ,Elem,PK,5,Mathematics,80
HENRY CO PBLC SCHS,MOUNT OLIVET ELEM ,Elem,PK,5,Science,86
HENRY CO PBLC SCHS,RICH ACRES ELEM,Elem,PK,5,English: Reading,81
HENRY CO PBLC SCHS,RICH ACRES ELEM,Elem,PK,5,History & Social Sciences,98
HENRY CO PBLC SCHS,RICH ACRES ELEM,Elem,PK,5,Mathematics,88
HENRY CO PBLC SCHS,RICH ACRES ELEM,Elem,PK,5,Science,94
HENRY CO PBLC SCHS,SANVILLE ELEM,Elem,PK,5,English: Reading,74
HENRY CO PBLC SCHS,SANVILLE ELEM,Elem,PK,5,History & Social Sciences,100
HENRY CO PBLC SCHS,SANVILLE ELEM,Elem,PK,5,Mathematics,81
HENRY CO PBLC SCHS,SANVILLE ELEM,Elem,PK,5,Science,86
HENRY CO PBLC SCHS,STANLEYTOWN ELEM,Elem,PK,5,English: Reading,75
HENRY CO PBLC SCHS,STANLEYTOWN ELEM,Elem,PK,5,History & Social Sciences,77
HENRY CO PBLC SCHS,STANLEYTOWN ELEM,Elem,PK,5,Mathematics,84
HENRY CO PBLC SCHS,STANLEYTOWN ELEM,Elem,PK,5,Science,74
HIGHLAND CO PBLC SCHS,HIGHLAND ELEM,Elem,PK,5,English: Reading,88
HIGHLAND CO PBLC SCHS,HIGHLAND ELEM,Elem,PK,5,History & Social Sciences,89
HIGHLAND CO PBLC SCHS,HIGHLAND ELEM,Elem,PK,5,Mathematics,80
HIGHLAND CO PBLC SCHS,HIGHLAND ELEM,Elem,PK,5,Science,78
HIGHLAND CO PBLC SCHS,HIGHLAND HIGH,Combined,6,12,English: Reading,81
HIGHLAND CO PBLC SCHS,HIGHLAND HIGH,Combined,6,12,English: Writing,67
HIGHLAND CO PBLC SCHS,HIGHLAND HIGH,Combined,6,12,History & Social Sciences,79
HIGHLAND CO PBLC SCHS,HIGHLAND HIGH,Combined,6,12,Mathematics,63
HIGHLAND CO PBLC SCHS,HIGHLAND HIGH,Combined,6,12,Science,82
HOPEWELL,CARTER G. WOODSON MIDDLE,Middle,6,8,English: Reading,68
HOPEWELL,CARTER G. WOODSON MIDDLE,Middle,6,8,English: Writing,61
HOPEWELL,CARTER G. WOODSON MIDDLE,Middle,6,8,History & Social Sciences,86
HOPEWELL,CARTER G. WOODSON MIDDLE,Middle,6,8,Mathematics,83
HOPEWELL,CARTER G. WOODSON MIDDLE,Middle,6,8,Science,74
HOPEWELL,DUPONT ELEM,Elem,KG,5,English: Reading,68
HOPEWELL,DUPONT ELEM,Elem,KG,5,History & Social Sciences,75
HOPEWELL,DUPONT ELEM,Elem,KG,5,Mathematics,70
HOPEWELL,DUPONT ELEM,Elem,KG,5,Science,61
HOPEWELL,HARRY E. JAMES ELEM,Elem,KG,5,English: Reading,66
HOPEWELL,HARRY E. JAMES ELEM,Elem,KG,5,History & Social Sciences,68
HOPEWELL,HARRY E. JAMES ELEM,Elem,KG,5,Mathematics,63
HOPEWELL,HARRY E. JAMES ELEM,Elem,KG,5,Science,68
HOPEWELL,HOPEWELL HIGH,High,9,12,English: Reading,75
HOPEWELL,HOPEWELL HIGH,High,9,12,English: Writing,74
HOPEWELL,HOPEWELL HIGH,High,9,12,History & Social Sciences,74
HOPEWELL,HOPEWELL HIGH,High,9,12,Mathematics,70
HOPEWELL,HOPEWELL HIGH,High,9,12,Science,72
HOPEWELL,PATRICK COPELAND ELEM,Elem,KG,5,English: Reading,75
HOPEWELL,PATRICK COPELAND ELEM,Elem,KG,5,History & Social Sciences,81
HOPEWELL,PATRICK COPELAND ELEM,Elem,KG,5,Mathematics,75
HOPEWELL,PATRICK COPELAND ELEM,Elem,KG,5,Science,75
ISLE OF WIGHT CO PBLC SCHS,CARROLLTON ELEM,Elem,PK,3,English: Reading,83
ISLE OF WIGHT CO PBLC SCHS,CARROLLTON ELEM,Elem,PK,3,Mathematics,75
ISLE OF WIGHT CO PBLC SCHS,CARRSVILLE ELEM,Elem,PK,5,English: Reading,91
ISLE OF WIGHT CO PBLC SCHS,CARRSVILLE ELEM,Elem,PK,5,History & Social Sciences,94
ISLE OF WIGHT CO PBLC SCHS,CARRSVILLE ELEM,Elem,PK,5,Mathematics,86
ISLE OF WIGHT CO PBLC SCHS,CARRSVILLE ELEM,Elem,PK,5,Science,91
ISLE OF WIGHT CO PBLC SCHS,GEORGIE D. TYLER MIDDLE,Middle,6,8,English: Reading,86
ISLE OF WIGHT CO PBLC SCHS,GEORGIE D. TYLER MIDDLE,Middle,6,8,English: Writing,76
ISLE OF WIGHT CO PBLC SCHS,GEORGIE D. TYLER MIDDLE,Middle,6,8,History & Social Sciences,91
ISLE OF WIGHT CO PBLC SCHS,GEORGIE D. TYLER MIDDLE,Middle,6,8,Mathematics,93
ISLE OF WIGHT CO PBLC SCHS,GEORGIE D. TYLER MIDDLE,Middle,6,8,Science,89
ISLE OF WIGHT CO PBLC SCHS,HARDY ELEM,Elem,PK,3,English: Reading,79
ISLE OF WIGHT CO PBLC SCHS,HARDY ELEM,Elem,PK,3,Mathematics,79
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD HIGH,High,9,12,English: Reading,87
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD HIGH,High,9,12,English: Writing,81
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD HIGH,High,9,12,History & Social Sciences,84
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD HIGH,High,9,12,Mathematics,81
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD HIGH,High,9,12,Science,85
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD MIDDLE,Middle,7,8,English: Reading,81
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD MIDDLE,Middle,7,8,English: Writing,77
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD MIDDLE,Middle,7,8,History & Social Sciences,88
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD MIDDLE,Middle,7,8,Mathematics,78
ISLE OF WIGHT CO PBLC SCHS,SMITHFIELD MIDDLE,Middle,7,8,Science,85
ISLE OF WIGHT CO PBLC SCHS,WESTSIDE ELEM,Elem,4,6,English: Reading,81
ISLE OF WIGHT CO PBLC SCHS,WESTSIDE ELEM,Elem,4,6,History & Social Sciences,78
ISLE OF WIGHT CO PBLC SCHS,WESTSIDE ELEM,Elem,4,6,Mathematics,78
ISLE OF WIGHT CO PBLC SCHS,WESTSIDE ELEM,Elem,4,6,Science,79
ISLE OF WIGHT CO PBLC SCHS,WINDSOR ELEM,Elem,PK,5,English: Reading,83
ISLE OF WIGHT CO PBLC SCHS,WINDSOR ELEM,Elem,PK,5,History & Social Sciences,89
ISLE OF WIGHT CO PBLC SCHS,WINDSOR ELEM,Elem,PK,5,Mathematics,91
ISLE OF WIGHT CO PBLC SCHS,WINDSOR ELEM,Elem,PK,5,Science,82
ISLE OF WIGHT CO PBLC SCHS,WINDSOR HIGH,High,9,12,English: Reading,89
ISLE OF WIGHT CO PBLC SCHS,WINDSOR HIGH,High,9,12,English: Writing,83
ISLE OF WIGHT CO PBLC SCHS,WINDSOR HIGH,High,9,12,History & Social Sciences,89
ISLE OF WIGHT CO PBLC SCHS,WINDSOR HIGH,High,9,12,Mathematics,78
ISLE OF WIGHT CO PBLC SCHS,WINDSOR HIGH,High,9,12,Science,84
KING AND QUEEN CO PBLC SCHS,CENTRAL HIGH,High,8,12,English: Reading,68
KING AND QUEEN CO PBLC SCHS,CENTRAL HIGH,High,8,12,English: Writing,59
KING AND QUEEN CO PBLC SCHS,CENTRAL HIGH,High,8,12,History & Social Sciences,75
KING AND QUEEN CO PBLC SCHS,CENTRAL HIGH,High,8,12,Mathematics,76
KING AND QUEEN CO PBLC SCHS,CENTRAL HIGH,High,8,12,Science,71
KING AND QUEEN CO PBLC SCHS,KING & QUEEN ELEM,Elem,PK,7,English: Reading,82
KING AND QUEEN CO PBLC SCHS,KING & QUEEN ELEM,Elem,PK,7,History & Social Sciences,79
KING AND QUEEN CO PBLC SCHS,KING & QUEEN ELEM,Elem,PK,7,Mathematics,78
KING AND QUEEN CO PBLC SCHS,KING & QUEEN ELEM,Elem,PK,7,Science,84
KING AND QUEEN CO PBLC SCHS,LAWSON-MARRIOTT ELEM,Elem,PK,7,English: Reading,82
KING AND QUEEN CO PBLC SCHS,LAWSON-MARRIOTT ELEM,Elem,PK,7,History & Social Sciences,84
KING AND QUEEN CO PBLC SCHS,LAWSON-MARRIOTT ELEM,Elem,PK,7,Mathematics,72
KING AND QUEEN CO PBLC SCHS,LAWSON-MARRIOTT ELEM,Elem,PK,7,Science,76
KING GEORGE CO PBLC SCHS,KING GEORGE ELEM,Elem,KG,6,English: Reading,80
KING GEORGE CO PBLC SCHS,KING GEORGE ELEM,Elem,KG,6,History & Social Sciences,73
KING GEORGE CO PBLC SCHS,KING GEORGE ELEM,Elem,KG,6,Mathematics,82
KING GEORGE CO PBLC SCHS,KING GEORGE ELEM,Elem,KG,6,Science,81
KING GEORGE CO PBLC SCHS,KING GEORGE HIGH,High,9,12,English: Reading,90
KING GEORGE CO PBLC SCHS,KING GEORGE HIGH,High,9,12,English: Writing,79
KING GEORGE CO PBLC SCHS,KING GEORGE HIGH,High,9,12,History & Social Sciences,86
KING GEORGE CO PBLC SCHS,KING GEORGE HIGH,High,9,12,Mathematics,82
KING GEORGE CO PBLC SCHS,KING GEORGE HIGH,High,9,12,Science,87
KING GEORGE CO PBLC SCHS,KING GEORGE MIDDLE,Middle,7,8,English: Reading,84
KING GEORGE CO PBLC SCHS,KING GEORGE MIDDLE,Middle,7,8,English: Writing,76
KING GEORGE CO PBLC SCHS,KING GEORGE MIDDLE,Middle,7,8,History & Social Sciences,85
KING GEORGE CO PBLC SCHS,KING GEORGE MIDDLE,Middle,7,8,Mathematics,78
KING GEORGE CO PBLC SCHS,KING GEORGE MIDDLE,Middle,7,8,Science,87
KING GEORGE CO PBLC SCHS,POTOMAC ELEM,Elem,KG,6,English: Reading,84
